Indicador,Formación bruta de capital fijo,Talento,Población,PEA,Superficie,PIB corriente,PIB constante,Unidades económicas totales,Incidencia delictiva,Percepción sobre inseguridad,Imparcialidad de los jueces,Calidad institucional de la justicia,Duración procedimientos mercantiles,Indice de eficiencia en la ejecución de sentencias,Ejecución de contratos,Número de notarios,Homicidios,Superficie anual reforestada,Fuentes de energía no contaminantes,Extensión arbolada ,Emergencias industriales,Biodiversidad (especies de fauna y flora),Areas naturales protegidas,Empresas certificadas por su responsabilidad ambiental (en cada diez mil unidades económicas),Valor de la producción agrícola,"Sobre_
explotación de acuíferos",Volumen tratado de aguas residuales (Caudal tratado),Generación de residuos sólidos,Disposición en rellenos sanitarios,Tasa de dependencia económica,Población con acceso a agua potable,Esperanza de vida,Población sin acceso a instituciones de salud,Más de 1 y hasta 2 S.M.,Más de 5 S.M.,Número de médicos por cada mil habitantes,Muertes provocadas por desnutrición,Población ocupada femenil,Ingreso promedio de la mujer,Número de diputadas en la cámara de diputados federal,Número total de diputados en la cámara de diputados federal,Analfabetismo,Eficiencia terminal en secundaria,Eficiencia terminal en preparatoria,Atracción de talento,Calidad educativa,Población económicamente activa que ha recibido capacitación,Deuda directa,Saldos totales de las obligaciones financieras de las entidades federativas,Crecimiento promedio del PIB,Deuda como porcentaje de ingresos garantizables,Plazo promedio de vencimiento de la deuda,Extensión de período gubernamental de presidentes municipales,Participación ciudadana en las elecciones,ïndice Molinar,Elasticidad Salario-PIB,Salarios promedio,Población ocupada en el sector primario,Productividad agrícola (por Ha. Cosechada),Grado promedio de escolaridad,Costo de inmuebles,Inversión ejercida en adquisición de vivienda,Activos fijos netos,Superficie agrícola (media móvil de 4 años),Hogares con televisión de paga y telefonía fija,Penetración de la telefonía movil,Hogares con acceso a internet,Total de hogares,Número de computadoras,Captación de la banca comercial,Red carretera avanzada,Accidentes por malas condiciones del camino,Carga portuaria (aérea y marítima),Operaciones atendidas en los aeropuertos,Destinos aéreos ,Unidades de transporte público,Número de créditos ejercidos,Módulos de la banca múltiple,Oficinas de banca comercial,Monto de las primas pagadas en seguro directo,Disponibilidad de aeropuertos,Índice de calidad de la transparencia,Facilidad para abrir una empresa,Agilidad del registro público,Índice de calidad de calidad de gobierno electrónico,Índice de información presupuestal,Autonomía fiscal,Inversión en bienes informáticos,Eficiencia en recaudación,Recaudación de tenencia,Índice de corrupción y buen gobierno,Personas en el mercado informal,Flujo de extranjeros,Ingresos directos por turismo( Servicios de alojamiento temporal y de preparación de alimentos y bebidas) ,Exportaciones (estimado),Importaciones (estimado),Inversión extranjera directa (neta),Correspondencia internacional enviada y recibida,"PIB sector industrial (incluye construccion, manufactura, mineria, electricidad, agua y gas)","PIB servicios (incluye comercio, restaurantes, hoteles, transporte, almacenaje, telecomunicaciones, servicios financieros, seguros, actividades inmobiliarias y de alquiler, servicios comunales, sociales y personales)",Patentes solicitadas por entidad de residencia del inventor,Empresas con ISO 9000,Investigadores,PIB en dólares
Querétaro,2084.90357,0.30579,1455973.00000,564350.00000,11658.00000,97238882.19431,114478126.44775,38663.91460,5753.00000,26.00000,3.18000,3.04000,3.37000,3.29000,0.35433,14.00000,108.00000,1999.00000,0.20438,247372.00000,3.00000,652.00000,3860.73000,15.00000,2319.10682,0.96934,661.00000,431.86000,321.00000,62.88807,96.20000,73.62500,0.21367,129732.00000,68446.00000,1.39906,165.00000,239788.00000,0.90040,0.00000,8.00000,9.10000,68.50000,53.00000,0.16343,499.47000,40131.00000,5.02256,1406400.00000,0.01598,44.09290,15.11694,0.00000,67.50000,2.21885,1.13399,26.04000,64653.00000,8.31596,7.90000,,2808759.40000,53444357.00057,130267.15000,60654.00000,31.50000,23027.00000,324381.00000,13.32865,10098.84248,10.38212,10.51493,0.66456,14034.00000,5.00000,13379.00000,16679.00000,115.73986,96.00000,422699.00000,0.85778,58.33497,0.12050,0.59733,26.67000,42.86000,0.99420,0.00000,0.73640,18.43332,8.10000,141558.00000,0.00052,2628591.13921,2087649.58053,2777616.08524,206.50384,549.00000,35762116.19864,65470442.73975,12.00000,37.00000,177.00000,10422491.94907
Quintana Roo,1880.57374,0.27748,936733.00000,364275.00000,42535.00000,83059656.36828,92280119.06010,26968.94080,17991.00000,45.00000,3.74000,2.97000,2.28000,3.57000,0.56967,18.00000,103.00000,5456.00000,0.32795,3686715.00000,0.00000,792.00000,10040.72000,2.00000,7853.51861,0.07223,1024.00000,285.14000,168.00000,56.91201,96.80000,74.51400,0.26586,87065.00000,84408.00000,1.45826,35.00000,191718.00000,0.91790,2.00000,4.00000,6.80000,74.60000,54.40000,0.11017,497.80000,18952.00000,4.47116,993800.00000,0.03332,47.00264,12.11282,0.00000,55.40000,2.35040,-0.04824,29.19000,32987.00000,4.39658,8.00000,,1347378.70000,30958168.42155,101442.99000,52025.00000,108.90000,19324.00000,260195.00000,9.17311,4852.24138,19.66463,11.45631,9777.30128,102336.00000,80.00000,29349.00000,6451.00000,64.93711,81.00000,337203.00000,0.94040,66.83765,0.43075,0.85033,6.67000,50.00000,0.83999,0.00000,0.07234,0.00000,6.10000,95610.00000,0.43652,18787424.69513,60348.55798,219283.90428,129.47353,2681.00000,11351424.45884,80377675.88087,1.00000,0.00000,31.00000,8902650.71465
San Luis Potosí,2188.51054,0.28459,2330167.00000,886104.00000,61165.00000,107998069.35016,121658826.92568,60303.06989,4277.00000,24.00000,3.84000,2.29000,2.75000,3.20000,0.22533,16.00000,230.00000,3833.00000,0.00477,822044.00000,15.00000,1632.00000,747.26000,2.00000,8226.37200,1.18050,280.00000,592.74000,305.00000,68.87093,78.20000,73.54650,0.23733,230795.00000,89322.00000,1.05829,218.00000,338562.00000,0.98420,1.00000,10.00000,10.60000,77.40000,61.20000,0.06477,490.13000,33595.00000,4.70818,802900.00000,0.02763,21.22939,5.57732,0.00000,58.00000,2.10568,1.53556,22.69000,234510.00000,8.45254,7.10000,,1201452.10000,51012875.22715,486957.76250,79795.00000,15.20000,22854.00000,511256.00000,7.32306,10594.95643,8.08163,17.82364,17.75756,20549.00000,20.00000,7583.00000,26920.00000,113.62719,131.00000,255719.00000,0.32698,81.87500,0.16350,0.43600,44.44000,50.00000,0.95523,88293.00000,0.63353,0.00000,5.70000,214653.00000,0.00086,2612177.72548,2061277.26340,2181867.13394,198.59053,761.00000,35328589.60348,70494527.50144,9.00000,19.00000,107.00000,11570318.49378
Sinaloa,2212.78021,0.31263,2569760.00000,1092132.00000,57331.00000,122637350.41268,147079146.21225,60930.46228,12632.00000,60.00000,3.35000,2.84000,1.69000,2.71000,0.15000,7.00000,488.00000,2832.00000,0.11041,2701741.00000,6.00000,1206.00000,510.02000,7.00000,20885.43449,0.22267,2587.00000,776.35000,384.00000,58.53031,95.30000,73.79250,0.25030,292436.00000,141183.00000,1.46667,147.00000,416770.00000,0.99030,3.00000,11.00000,7.70000,76.30000,60.30000,0.02987,515.67000,26918.00000,7.83978,2765800.00000,-0.00357,56.25239,13.26193,0.00000,46.30000,2.10164,0.89512,27.64000,270788.00000,11.66178,7.80000,,1830238.80000,50632691.76992,1176576.77750,93159.00000,34.60000,58668.00000,622427.00000,7.83063,13929.71248,15.58832,4.36361,7741.85412,90676.00000,55.00000,14839.00000,13217.00000,132.24890,219.00000,526116.00000,0.69770,76.57932,0.30150,0.44767,64.38000,71.43000,0.92315,0.00000,0.24351,0.00000,7.80000,253003.00000,0.03743,4562031.14347,770483.61339,502507.23514,63.16882,923.00000,20792844.24090,97106949.84603,7.00000,4.00000,63.00000,13144683.01941
Sonora,2794.45857,0.31786,2257645.00000,945729.00000,179516.00000,141103773.72357,172719876.74786,64348.98940,12533.00000,37.00000,2.73000,2.61000,1.51000,1.98000,0.39733,25.00000,257.00000,567.00000,0.11041,3770222.00000,15.00000,1375.00000,9941.81000,2.00000,4200.51623,0.71656,2519.00000,675.75000,298.00000,56.35267,97.40000,74.13300,0.20272,222630.00000,138395.00000,1.74075,225.00000,344547.00000,0.92220,1.00000,11.00000,4.20000,74.70000,53.90000,0.03365,504.71000,48733.00000,8.54349,5133600.00000,-0.00861,82.88663,12.77523,0.00000,60.30000,2.46067,1.66683,26.61000,148836.00000,15.81118,8.30000,,1991284.00000,81210308.85907,552069.37500,125836.00000,24.00000,48493.00000,588392.00000,12.09775,14229.20858,11.79936,26.46343,4107.82079,70668.00000,46.00000,8858.00000,15159.00000,42.37730,216.00000,802316.00000,0.27853,75.45878,0.25825,0.29800,69.46000,52.38000,0.88299,0.00000,0.25000,17.93770,5.50000,199708.00000,0.00673,4905333.30432,4999850.94496,3686575.18515,180.30154,831.00000,37907813.06085,98047199.73830,7.00000,31.00000,137.00000,15123913.62310
Tabasco,1586.46616,0.25033,1936068.00000,722603.00000,24747.00000,154055281.59976,171415267.86340,39825.96527,6102.00000,61.00000,3.56000,3.37000,2.97000,2.50000,0.31133,12.00000,101.00000,1920.00000,0.32795,276618.00000,89.00000,896.00000,3027.07000,20.00000,182871.56702,0.03068,364.00000,536.24000,0.00000,60.59675,71.70000,73.37290,0.23310,180757.00000,87719.00000,1.80004,164.00000,207898.00000,1.09230,2.00000,11.00000,9.20000,78.50000,74.30000,0.08329,478.56000,22102.00000,1.00351,580600.00000,-0.00290,6.21163,11.87999,0.00000,63.20000,1.96472,1.59762,21.23000,180787.00000,10.19424,7.30000,,611970.10000,64524304.09358,276533.06250,31323.00000,8.90000,17044.00000,435096.00000,5.72501,8523.19276,2.67765,2.41420,21095.00000,19058.00000,15.00000,10035.00000,12777.00000,72.45605,98.00000,321762.00000,0.40409,84.50223,0.39625,0.48200,32.89000,50.00000,0.97251,0.00000,0.75367,0.00000,8.50000,170473.00000,0.00069,2918310.62420,26023.84144,163717.10052,8.61090,332.00000,60637058.89477,63353694.95435,2.00000,0.00000,15.00000,8779552.48389
Tamaulipas,4076.75004,0.33066,2827462.00000,1164697.00000,80148.00000,217330277.91059,223069810.81493,83445.90516,9914.00000,38.00000,3.51000,2.79000,2.94000,3.06000,0.38633,25.00000,188.00000,2665.00000,0.00477,1584336.00000,32.00000,1505.00000,0.30000,8.00000,16879.43576,0.36255,2365.00000,877.75000,384.00000,54.49570,95.70000,73.97730,0.21519,282315.00000,162986.00000,1.50624,130.00000,451846.00000,0.94040,3.00000,17.00000,4.80000,80.50000,68.60000,0.07984,496.80000,102269.00000,13.25524,712800.00000,0.04666,10.93918,5.86667,0.00000,56.30000,1.63523,0.57595,27.92000,88294.00000,3.33224,8.20000,,2573410.80000,88648878.88348,1366798.69750,119478.00000,35.80000,29829.00000,773256.00000,9.57018,21405.45593,6.86106,12.54141,22338.48714,47293.00000,27.00000,14572.00000,22835.00000,2.38597,271.00000,757491.00000,0.62385,73.78125,0.31000,0.82733,40.32000,42.86000,0.90843,0.00000,0.35785,0.00000,6.30000,266818.00000,0.02488,5988889.44612,11771224.14147,11468332.26653,360.50249,1074.00000,74083239.21008,132787875.49986,8.00000,56.00000,49.00000,21512809.08119
Tlaxcala,693.39959,0.23034,987496.00000,397569.00000,3997.00000,36586365.40403,41920572.15860,37108.91134,6180.00000,23.00000,2.80000,2.04000,1.58000,2.43000,0.61233,3.00000,53.00000,1265.00000,0.15674,51709.00000,9.00000,337.00000,463.91000,17.00000,7329.12308,0.34159,585.00000,236.69000,206.00000,62.89075,96.30000,74.11360,0.30006,130231.00000,21409.00000,1.48558,127.00000,141831.00000,0.94810,2.00000,6.00000,7.40000,79.30000,61.60000,0.08942,505.80000,18447.00000,0.00000,0.00000,0.00046,0.00000,0.00000,0.00000,61.40000,2.30250,1.12212,18.74000,84389.00000,5.62054,7.80000,,373794.10000,15777997.27851,227806.74250,44711.00000,11.10000,14223.00000,232501.00000,5.34850,3077.00204,5.97610,1.97910,0.00000,0.00000,0.00000,5748.00000,7169.00000,13.76334,39.00000,65517.00000,0.00000,67.46458,0.34450,0.36733,11.75000,47.62000,0.87552,10133126.00000,2.67956,18.82269,6.60000,132255.00000,0.00000,1054704.36421,319798.70816,260842.11044,13.15091,273.00000,13812623.58051,22105124.64695,0.00000,5.00000,15.00000,3921460.53533
Veracruz,5103.47640,0.24566,6962823.00000,2458868.00000,71856.00000,267273818.00211,306490030.73940,177192.05672,4027.00000,41.00000,2.22000,1.86000,2.86000,1.39000,0.47267,33.00000,382.00000,13484.00000,0.32795,1834339.00000,97.00000,2961.00000,2945.01000,10.00000,116399.70471,0.17083,813.00000,1754.33000,430.00000,60.10374,70.80000,72.68270,0.24605,707937.00000,208034.00000,1.25739,729.00000,869434.00000,0.90040,4.00000,35.00000,14.20000,76.10000,64.10000,0.13667,491.12000,66026.00000,1.13910,1053100.00000,0.01126,9.03298,20.38347,0.00000,49.20000,1.94185,0.81648,18.99000,835737.00000,8.91982,6.70000,,1742565.10000,240019047.65049,1517792.21750,113061.00000,14.50000,46015.00000,1841845.00000,5.16120,27514.12432,8.68597,1.78335,64299.08100,30295.00000,21.00000,26696.00000,15875.00000,188.29263,306.00000,939593.00000,0.69584,84.78644,0.00000,0.15000,34.60000,45.24000,0.91339,0.00000,0.33845,0.00000,7.90000,602420.00000,0.00486,8819852.74626,1661232.38331,1610882.00011,120.98025,2553.00000,68901609.27183,182578800.24479,8.00000,7.00000,159.00000,27457680.08639
Yucatán,1699.95965,0.24845,1689707.00000,761037.00000,39671.00000,80622220.91089,93849352.21726,57458.54229,14454.00000,34.00000,3.59000,2.80000,3.39000,1.96000,0.66633,18.00000,37.00000,4647.00000,0.32795,1395342.00000,5.00000,835.00000,4761.38000,5.00000,2859.45572,0.06021,140.00000,449.18000,263.00000,59.22890,95.40000,73.40790,0.27831,238430.00000,69072.00000,1.62573,158.00000,298286.00000,0.95210,4.00000,8.00000,11.30000,75.70000,52.20000,0.07876,487.91000,22564.00000,2.74291,127300.00000,0.01124,4.12702,2.76277,0.00000,68.50000,2.09746,1.80857,21.51000,135490.00000,2.26096,7.00000,,1211299.30000,27814413.70854,727984.27250,57606.00000,9.60000,28893.00000,420395.00000,8.44222,9716.94237,3.53179,0.41862,4030.00000,23627.00000,22.00000,14696.00000,8137.00000,118.80116,129.00000,412039.00000,0.50415,77.28973,0.27550,0.49367,42.60000,54.76000,0.87878,0.00000,0.12772,0.00000,6.80000,200728.00000,0.01719,2807952.82086,778752.42596,644600.20442,132.91072,666.00000,22624637.45836,61555342.24433,1.00000,3.00000,161.00000,8641299.03703
Zacatecas,784.70112,0.26694,1356180.00000,470622.00000,75416.00000,42881227.21393,47348935.30594,39206.55540,4179.00000,32.00000,3.39000,3.08000,2.76000,1.85000,0.64467,13.00000,95.00000,1587.00000,0.20438,1102950.00000,4.00000,765.00000,11.25000,4.00000,6693.83201,0.81174,151.00000,314.69000,0.00000,67.16598,91.70000,73.68340,0.23671,119851.00000,32794.00000,1.26163,103.00000,160527.00000,1.00050,0.00000,7.00000,7.50000,66.30000,56.40000,0.05346,502.09000,145748.00000,2.21427,11600.00000,0.06257,0.44214,2.83960,0.00000,61.90000,2.37446,1.94103,21.50000,147372.00000,6.21750,6.70000,,314793.20000,18974343.94869,1008255.75000,33615.00000,12.30000,13577.00000,311244.00000,6.76616,5497.40000,3.46130,1.19395,1.49843,8156.00000,13.00000,4729.00000,6549.00000,77.13416,92.00000,85575.00000,0.13260,75.49598,0.16350,0.24067,40.89000,57.14000,0.94204,0.00000,0.68340,20.01276,6.20000,114518.00000,0.00101,1341365.94292,278604.15259,279726.26440,5.65179,865.00000,8262479.35815,30919779.60138,1.00000,2.00000,48.00000,4596083.81737
Aguascalientes,1392.22701,0.32052,988197.00000,383323.00000,5625.00000,70886338.62111,75126750.19903,32141.40424,10411.00000,23.00000,4.05000,3.17000,3.54000,2.70000,0.19300,15.00000,29.00000,2635.00000,0.20438,65447.00000,3.00000,379.00000,976.99000,6.00000,4079.46959,1.51224,2230.20000,293.40000,274.00000,64.44600,98.80000,74.45280,0.19714,96139.00000,41262.00000,1.93888,97.00000,146854.00000,1.01760,3.00000,6.00000,4.30000,77.30000,57.30000,0.12782,504.73000,28411.00000,1.72716,343300.00000,0.02793,13.70000,3.67397,0.00000,66.60000,1.82572,1.40656,24.08000,32063.00000,12.70445,8.20000,,1227410.40000,36628604.31419,104486.00000,33365.00000,29.40000,14401.00000,222015.00000,16.10783,8052.52073,8.52018,12.31818,0.97330,11146.00000,11.00000,4552.00000,20246.00000,56.69516,71.00000,260771.00000,1.77778,80.17218,0.12050,0.13767,38.67000,69.05000,0.91539,0.00000,0.35785,22.05507,4.20000,88503.00000,0.00114,1767022.84439,4666123.96260,3843798.42520,10.59252,274.00000,28197147.86459,132787875.49986,2.00000,22.00000,41.00000,7384052.46777
Baja California,3374.82963,0.31264,2798556.00000,1184055.00000,71546.00000,203340609.94488,211127154.42713,60457.37782,21379.00000,62.00000,3.71000,2.78000,2.34000,3.44000,0.47267,14.00000,427.00000,2300.00000,0.11041,204977.00000,10.00000,1028.00000,38560.83000,17.00000,4935.87380,0.62893,3897.00000,1027.44000,847.00000,54.82451,96.30000,75.09030,0.17309,129989.00000,235657.00000,1.07520,127.00000,397292.00000,0.95730,2.00000,9.00000,2.90000,76.40000,52.90000,0.12295,495.94000,89612.00000,3.13898,1987500.00000,0.00249,33.10000,9.75096,0.00000,36.60000,1.98221,1.79124,32.06000,52576.00000,23.55400,8.40000,,4632994.50000,83846887.60501,221671.46000,135586.00000,48.90000,72032.00000,653649.00000,17.00297,31803.28672,14.06470,1.76963,18639.40095,52085.00000,40.00000,12953.00000,26306.00000,16.76529,250.00000,1012888.00000,0.69885,56.05446,0.48250,0.52800,36.44000,59.52000,0.87243,0.00000,2.67956,0.00000,5.85000,211642.00000,0.05097,8675293.02403,21031286.94177,18376864.12489,978.29064,723.00000,66976305.69516,22105124.64695,6.00000,64.00000,296.00000,21181434.68606
Baja California Sur,723.36572,0.33457,451603.00000,192583.00000,73943.00000,34807125.27044,36088093.80931,16295.53904,11353.00000,22.00000,2.88000,2.58000,2.03000,2.81000,0.67667,1.00000,32.00000,500.00000,0.11041,505611.00000,0.00000,765.00000,28835.59000,3.00000,4546.52691,0.67948,758.50000,145.74000,43.00000,52.09084,97.40000,74.69390,0.19568,41620.00000,43263.00000,2.36269,23.00000,73929.00000,0.95240,2.00000,6.00000,3.80000,88.90000,54.70000,0.11230,509.25000,12708.00000,13.39121,689800.00000,0.03344,48.50000,8.18450,0.00000,66.90000,1.72821,-0.59987,32.45000,35993.00000,37.05679,8.60000,,764839.90000,16879895.80736,35777.20000,22928.00000,43.50000,16411.00000,125747.00000,15.33220,4919.92095,3.01168,2.31189,12780.77883,55565.00000,47.00000,6071.00000,4480.00000,72.76457,55.00000,196476.00000,0.67620,51.39420,0.33600,0.65467,21.59000,0.00000,0.88390,0.00000,0.33845,0.00000,3.10000,36573.00000,0.09699,3686557.37567,179082.56124,64690.15375,259.80162,342.00000,6558140.53076,182578800.24479,0.00000,1.00000,129.00000,3625723.32624
Campeche,1314.27324,0.25970,715782.00000,307662.00000,57727.00000,360301925.64834,325646994.43425,21214.06170,9117.00000,37.00000,3.66000,2.88000,3.95000,1.74000,0.31133,14.00000,54.00000,6810.00000,0.32795,3286346.00000,41.00000,670.00000,17121.91000,3.00000,1261.82462,0.00024,45.50000,193.33000,58.00000,60.57440,86.30000,73.61980,0.27754,84875.00000,39985.00000,1.94333,60.00000,113640.00000,0.97310,2.00000,7.00000,10.40000,72.30000,56.70000,0.07157,496.65000,20082.00000,2.76931,21700.00000,0.04426,0.91782,7.99160,0.00000,66.90000,2.06467,0.39599,20.96000,82665.00000,2.46846,7.50000,,406529.70000,75492797.65374,169829.61750,34212.00000,11.30000,8607.00000,172673.00000,7.88766,4430.61795,1.69542,5.64107,48069.70247,35240.00000,10.00000,2239.00000,17104.00000,55.31735,52.00000,146740.00000,0.34646,71.66890,0.18925,0.11467,31.94000,57.14000,0.84468,0.00000,0.12772,0.00000,6.50000,73090.00000,0.00161,2383037.20916,142216.48735,91772.97395,72.36493,208.00000,262105406.10019,61555342.24433,0.00000,4.00000,20.00000,6264877.46312
Chiapas,2049.13366,0.19291,4116470.00000,1736570.00000,73681.00000,233344114.87299,139459946.07228,65571.18410,1861.00000,54.00000,3.36000,2.32500,2.70000,2.64000,0.37567,34.00000,475.00000,8590.00000,0.32795,3293196.00000,32.00000,3110.00000,9843.21000,4.00000,26570.32070,0.02626,113.00000,933.43000,116.00000,67.77558,77.40000,72.38740,0.28030,321768.00000,78195.00000,1.02175,348.00000,470305.00000,1.28640,3.00000,19.00000,21.10000,81.10000,60.00000,0.04646,484.92000,13611.00000,5.96147,926900.00000,0.02363,10.80000,12.40178,0.00000,47.60000,1.92899,0.89053,27.76000,654349.00000,5.55060,5.80000,,681245.40000,64325928.72304,1466891.30000,50202.00000,5.30000,25691.00000,944646.00000,3.51427,17529.81381,1.52834,0.57468,1.21745,27656.00000,16.00000,16415.00000,28632.00000,10.33064,158.00000,270028.00000,0.81432,83.20238,0.30150,0.25233,45.02000,54.76000,0.94633,0.00000,0.68340,8.69941,5.40000,521648.00000,0.00240,3275623.74511,58342.24913,136782.69176,2.24665,909.00000,38170353.45656,30919779.60138,0.00000,5.00000,73.00000,12369009.18459
Chihuahua,4346.05955,0.33546,3226927.00000,1263327.00000,247487.00000,22332117.08536,228765266.66547,19466.00682,10307.00000,45.00000,2.89000,2.62000,1.63000,1.54000,0.17167,14.00000,635.00000,3174.00000,0.11041,7591842.00000,3.00000,1585.00000,10044.97000,7.00000,2895.73841,0.45623,3773.70000,1062.54000,814.00000,57.04792,97.10000,74.62410,0.16834,281546.00000,184303.00000,1.54915,213.00000,437655.00000,0.79930,5.00000,13.00000,4.40000,72.10000,50.90000,0.09351,501.73000,222221.00000,6.38212,4064000.00000,0.02114,24.30000,11.53902,0.00000,56.90000,2.00033,1.16819,26.89000,143633.00000,9.46983,8.00000,,4240106.40000,89474949.49745,781916.32750,108749.00000,36.60000,81665.00000,834782.00000,13.23377,4325.36811,15.13944,0.00000,9.78001,56368.00000,28.00000,9252.00000,34379.00000,104.19282,287.00000,810595.00000,0.08081,75.41679,0.38750,0.45933,10.79000,64.29000,0.75890,0.00000,0.00000,0.00000,5.60000,221413.00000,0.00997,6312003.54097,22995908.33583,19996698.45625,584.57376,772.00000,81923943.20810,0.00000,17.00000,126.00000,62.00000,23220139.44101
Coahuila,4568.47852,0.38247,2365369.00000,929669.00000,151445.00000,120427167.37805,225857896.41932,90638.22765,12334.00000,40.00000,3.38000,2.59500,3.90000,2.58000,0.20400,19.00000,140.00000,12551.00000,0.00477,444121.00000,12.00000,1228.00000,18126.90000,18.00000,3477.47525,0.83701,1157.00000,715.82000,462.00000,55.90830,99.60000,74.14460,0.17488,226632.00000,138192.00000,1.93374,144.00000,336640.00000,0.93550,4.00000,11.00000,3.60000,81.10000,56.00000,0.07153,514.12000,103144.00000,4.34040,607300.00000,0.04727,11.80000,10.99269,0.30000,49.30000,1.47806,0.25939,13.56000,59913.00000,9.71191,8.70000,,2821244.50000,125974685.76056,248141.28250,76085.00000,31.60000,50257.00000,591538.00000,13.41630,11506.17109,16.55440,0.00000,0.79725,24943.00000,22.00000,15219.00000,16734.00000,137.67883,277.00000,696595.00000,0.39618,76.47307,0.34450,0.33267,2.22000,50.00000,0.84019,0.00000,0.00000,19.98550,4.70000,201131.00000,0.02863,4528349.94972,7466372.16140,5431961.35943,204.35730,579.00000,102746032.80166,0.00000,11.00000,62.00000,122.00000,22668688.12927
Colima,669.73932,0.29716,585949.00000,259297.00000,5627.00000,251537992.92807,40446762.18864,78479.08726,7052.00000,10.00000,3.51000,2.71500,3.05000,3.34000,0.19333,7.00000,46.00000,1987.00000,0.20438,242663.00000,2.00000,664.00000,6420.31000,2.00000,10322.15263,0.54005,451.00000,163.26000,82.00000,55.01232,98.70000,74.32350,0.27176,61901.00000,33282.00000,1.85170,61.00000,98660.00000,0.93330,2.00000,6.00000,6.40000,76.00000,60.00000,0.14727,497.02000,8744.00000,5.71750,342900.00000,0.01157,21.00000,6.40594,0.00000,66.21000,2.37916,0.54904,27.66000,36350.00000,14.27390,8.00000,,820831.90000,23178953.86147,158622.18500,25296.00000,32.30000,9603.00000,140865.00000,11.80632,25294.86038,16.57519,0.00000,11968.18604,11201.00000,10.00000,2481.00000,10543.00000,80.63177,58.00000,145450.00000,3.55429,57.69911,0.40475,0.28700,26.67000,54.76000,0.92994,958546.00000,0.00000,0.00000,3.40000,58051.00000,0.00808,2016551.09561,51507.89843,33352.29818,-4.69678,241.00000,10947857.23482,0.00000,5.00000,5.00000,52.00000,3867957.79942
